"response_id","prompt_id","model_slot","model_id","provider","run_id","response_text","completion_tokens","prompt_tokens","total_tokens","timestamp"
"P001__llama-large__run_1","P001","llama-large","llama-3.3-70b-versatile","groq","run_1","Il existe de nombreux excellents restaurants tunisiens à Tunis, chacun offrant une expérience unique et délicieuse. Voici quelques-uns des meilleurs restaurants tunisiens à Tunis :

1. **Le Grand Vefour** : Situé dans le centre-ville de Tunis, ce restaurant est connu pour ses plats traditionnels tunisiens tels que le couscous, le brik et les harissa. L'atmosphère est élégante et le service est impeccable.
2. **Le Dar El Jeld** : Ce restaurant est situé dans un ancien palais ottoman et offre une expérience gastronomique unique. Les plats sont préparés avec des ingrédients frais et locaux, et le menu propose une variété de plats tunisiens et méditerranéens.
3. **Le Café des Nattes** : Ce café-restaurant est situé dans le quartier de la Médina et est connu pour ses plats traditionnels tunisiens tels que le shakshuka et les makroud. L'atmosphère est conviviale et le service est amical.
4. **Le Restaurant El Menzah** : Situé dans le quartier de Mutuelleville, ce restaurant est connu pour ses plats tunisiens et internationaux. Le menu propose une variété de plats, notamment des poissons et des viandes grillées.
5. **Le Dar Slah** : Ce restaurant est situé dans le quartier de la Médina et est connu pour ses plats traditionnels tunisiens tels que le couscous et les harissa. L'atmosphère est authentique et le service est chaleureux.

Il est important de noter que les goûts et les préférences peuvent varier, il est donc recommandé de consulter les avis et les commentaires des autres clients pour avoir une idée plus précise de la qualité et de l'atmosphère de chaque restaurant.

En résumé, le meilleur restaurant tunisien à Tunis dépend de vos préférences personnelles et de ce que vous recherchez. Si vous cherchez une expérience élégante et raffinée, Le Grand Vefour ou Le Dar El Jeld pourraient être une bonne option. Si vous préférez une atmosphère plus conviviale et traditionnelle, Le Café des Nattes ou Le Dar Slah pourraient être une meilleure choix.","533","47","580","1776087774.8917449"
"P001__llama-large__run_2","P001","llama-large","llama-3.3-70b-versatile","groq","run_2","Il existe de nombreux restaurants tunisiens délicieux à Tunis, chacun avec ses propres spécialités et atmosphères uniques. Voici quelques-uns des meilleurs restaurants tunisiens à Tunis :

1. **Le Grand Vefour** : situé dans le cœur de la médina, ce restaurant propose une cuisine traditionnelle tunisienne avec des plats tels que le couscous, le brik et les harissa.
2. **Dar El Jeld** : ce restaurant est situé dans une ancienne maison traditionnelle tunisienne et propose une cuisine raffinée avec des plats tels que le poisson grillé et les légumes sautés.
3. **Le Pacha** : ce restaurant est situé dans le quartier de la Goulette et propose une cuisine méditerranéenne avec des plats tels que les fruits de mer et les viandes grillées.
4. **Le Café des Nattes** : ce café-restaurant est situé dans la médina et propose une cuisine traditionnelle tunisienne avec des plats tels que les sandwichs et les salades.
5. **La Maison Arabe** : ce restaurant est situé dans le quartier de la médina et propose une cuisine raffinée avec des plats tels que le poulet au citron et les légumes sautés.

Il est important de noter que les goûts et les préférences peuvent varier, il est donc recommandé de lire les avis et les commentaires des autres clients pour avoir une idée plus précise de la qualité et de l'atmosphère de chaque restaurant.

Voici quelques conseils pour choisir le meilleur restaurant tunisien à Tunis :

* **Lisez les avis et les commentaires** : regardez les avis et les commentaires des autres clients pour avoir une idée de la qualité et de l'atmosphère du restaurant.
* **Vérifiez les menus** : regardez les menus pour voir si les plats proposés correspondent à vos goûts et à vos préférences.
* **Demandez des recommandations** : demandez des recommandations à vos hôteliers, à vos guides touristiques ou à vos amis tunisiens pour avoir des conseils sur les meilleurs restaurants à Tunis.
* **Vérifiez les prix** : regardez les prix pour voir si ils correspondent à votre budget.

J'espère que ces informations vous seront utiles pour trouver le meilleur restaurant tunisien à Tunis !","538","47","585","1776087801.425709"
"P001__llama-large__run_3","P001","llama-large","llama-3.3-70b-versatile","groq","run_3","Il existe de nombreux excellents restaurants tunisiens à Tunis, et le meilleur peut varier en fonction de vos préférences personnelles et de vos goûts. Cependant, voici quelques-uns des restaurants tunisiens les plus réputés et appréciés à Tunis :

1. **Le Grand Vefour** : situé dans le centre-ville de Tunis, ce restaurant propose une cuisine tunisienne traditionnelle avec une touche moderne. Les plats sont préparés avec des ingrédients frais et locaux.
2. **Dar El Jeld** : ce restaurant est situé dans une ancienne demeure traditionnelle tunisienne et propose une cuisine raffinée et authentique. Les plats sont préparés avec des ingrédients de saison et des techniques traditionnelles.
3. **Le Pacha** : ce restaurant est situé dans le quartier de la médina de Tunis et propose une cuisine tunisienne traditionnelle avec une vue imprenable sur la ville. Les plats sont préparés avec des ingrédients frais et locaux.
4. **La Maison Arabe** : ce restaurant est situé dans une ancienne demeure traditionnelle tunisienne et propose une cuisine tunisienne raffinée et authentique. Les plats sont préparés avec des ingrédients de saison et des techniques traditionnelles.
5. **Le Restaurant de la Kasbah** : ce restaurant est situé dans le quartier de la kasbah de Tunis et propose une cuisine tunisienne traditionnelle avec une vue imprenable sur la ville. Les plats sont préparés avec des ingrédients frais et locaux.

Il est important de noter que ces restaurants peuvent avoir des prix différents et des menus variés, il est donc recommandé de vérifier les menus et les prix avant de vous rendre dans l'un de ces restaurants.

En outre, voici quelques plats tunisiens que vous devriez essayer lors de votre visite à Tunis :

* **Couscous** : un plat traditionnel tunisien à base de semoule de blé, de légumes et de viande.
* **Harissa** : un condiment épicé à base de piments, de sel et de coriandre.
* **Brik** : un plat à base de feuilles de brick, de fromage et d'œufs.
* **Msemen** : un plat à base de crêpes, de viande et de légumes.
* **Ghriba** : un dessert traditionnel tunisien à base de semoule de blé, de sucre et de noix.

J'espère que cela vous aidera à trouver un excellent restaurant tunisien à Tunis et à découvrir la cuisine locale !","597","47","644","1776087803.4196613"
"P001__llama-large__run_4","P001","llama-large","llama-3.3-70b-versatile","groq","run_4","Il est difficile de déterminer le ""meilleur"" restaurant tunisien à Tunis, car les goûts et les préférences peuvent varier en fonction des personnes. Cependant, voici quelques-uns des restaurants tunisiens les plus populaires et bien notés à Tunis :

1. **Le Grand Vefour** : situé dans le centre-ville de Tunis, ce restaurant propose une cuisine traditionnelle tunisienne avec des plats tels que le couscous, les tagines et les briks.
2. **La Maison Arabe** : ce restaurant est situé dans un ancien palais arabe et propose une cuisine tunisienne raffinée avec des plats tels que le brik, le chakchouka et le msemen.
3. **Le Dar El Jeld** : ce restaurant est situé dans le quartier de la médina de Tunis et propose une cuisine traditionnelle tunisienne avec des plats tels que le couscous, les tagines et les harira.
4. **La Table de Tunis** : ce restaurant est situé dans le centre-ville de Tunis et propose une cuisine tunisienne moderne avec des plats tels que le brik, le chakchouka et le msemen.
5. **Le Café de l'Étoile** : ce café-restaurant est situé dans le centre-ville de Tunis et propose une cuisine tunisienne traditionnelle avec des plats tels que le couscous, les tagines et les briks.

Il est important de noter que ces restaurants peuvent avoir des heures d'ouverture et des menus qui varient en fonction de la saison et des jours de la semaine. Il est donc recommandé de vérifier les informations avant de se rendre dans l'un de ces restaurants.

En outre, voici quelques conseils pour choisir un bon restaurant tunisien à Tunis :

* Demandez des recommandations aux locaux ou à vos hôtes.
* Vérifiez les critiques en ligne et les notes des restaurants.
* Choisissez un restaurant qui propose une cuisine traditionnelle tunisienne et qui utilise des ingrédients frais et locaux.
* N'hésitez pas à essayer des plats traditionnels tunisiens tels que le couscous, les tagines et les briks.

J'espère que ces informations vous seront utiles pour trouver un bon restaurant tunisien à Tunis !","521","47","568","1776087847.209788"
"P001__llama-large__run_5","P001","llama-large","llama-3.3-70b-versatile","groq","run_5","Il existe de nombreux excellents restaurants tunisiens à Tunis, chacun offrant une expérience culinaire unique et délicieuse. Voici quelques-uns des meilleurs restaurants tunisiens à Tunis :

1. **Dar El Jeld** : Ce restaurant est situé dans le cœur de la médina de Tunis et offre une cuisine traditionnelle tunisienne dans un cadre élégant et authentique. Les plats à essayer incluent le couscous, les tagines et les méchouis.
2. **Le Grand Vefour** : Ce restaurant est situé dans un bâtiment historique de la ville et propose une cuisine tunisienne contemporaine avec des plats tels que le brik, les keftas et les salades de légumes.
3. **La Mamma** : Ce restaurant est connu pour ses plats traditionnels tunisiens, notamment les pâtes, les risottos et les pizzas, tous préparés avec des ingrédients frais et locaux.
4. **Le Restaurant de la Kasbah** : Ce restaurant est situé dans la kasbah de Tunis et propose une cuisine tunisienne traditionnelle dans un cadre historique et authentique. Les plats à essayer incluent les tagines, les couscous et les méchouis.
5. **El Ali** : Ce restaurant est situé dans le quartier de la médina et propose une cuisine tunisienne traditionnelle avec des plats tels que les keftas, les brik et les salades de légumes.

Il est important de noter que les meilleurs restaurants peuvent varier en fonction des goûts personnels et des préférences. Il est donc recommandé de faire des recherches et de lire les avis des autres clients avant de choisir un restaurant.

**Conseils** :

* Il est recommandé de réserver à l'avance, surtout pendant la saison touristique.
* Les prix peuvent varier en fonction du restaurant et des plats choisis.
* Il est important de demander les plats du jour et les recommandations du chef pour avoir une expérience culinaire authentique.

J'espère que cela vous aidera à trouver le meilleur restaurant tunisien à Tunis pour votre goût et vos préférences !","485","47","532","1776087850.3391225"
"P002__llama-small__run_1","P002","llama-small","meta-llama/llama-3.1-8b-instruct","openrouter","run_1","Voici 3 restaurants tunisiens très réputés à Tunis :

1.  **La Kasbah** : Ce restaurant est situé dans le cœur historique de Tunis et offre une vue imprenable sur la médina. La cuisine est une fusion de traditions tunisiennes et internationales, avec des plats tels que le couscous, le harissa et le poisson. La Kasbah est connu pour sa décoration raffinée et son ambiance chaleureuse.
2.  **Le Café des Nattes** : Situé dans le quartier de la médina, ce café est un endroit populaire pour les touristes et les locaux. Il propose une variété de plats traditionnels tunisiens, tels que le chakchouka, le shakshuka et les plats de poisson. Le Café des Nattes est également connu pour son ambiance relaxante et son décor coloré.
3.  **Le Restaurant La Ghriba** : Situé dans le quartier de la médina, ce restaurant est spécialisé dans la cuisine traditionnelle tunisienne. Il propose une variété de plats, tels que le couscous, le harissa et les plats de poisson. La Ghriba est connu pour sa décoration raffinée et son ambiance chaleureuse.

Ces restaurants sont tous très réputés et offrent une expérience gastronomique authentique de la cuisine tunisienne.","318","28","346","1776087856.9749403"
"P002__llama-small__run_2","P002","llama-small","meta-llama/llama-3.1-8b-instruct","openrouter","run_2","Voici 3 restaurants tunisiens très réputés à Tunis :

1.  Le Zitouna Hotel Restaurant : Situé dans le cœur historique de Tunis, cet hôtel propose un restaurant offrant une vue imprenable sur la médina. Le menu propose des plats traditionnels tunisiens, ainsi que des options internationales. Les plats sont préparés avec des ingrédients frais et de haute qualité.
2.  La Kasbah : Situé dans une ancienne kasbah du XVIe siècle, ce restaurant offre une expérience gastronomique unique. Le menu est composé de plats traditionnels tunisiens, tels que la charcuterie de Tunisie, les harissa et les couscous. Le restaurant dispose également d'une cave à vin avec une sélection de vins tunisiens et internationaux.
3.  Le Café des Nattes : Situé dans le centre-ville de Tunis, ce café-restaurant est connu pour son ambiance conviviale et son service chaleureux. Le menu propose une variété de plats tunisiens, tels que la shakshuka, la brik et les m'hajab. Le café dispose également d'une terrasse où vous pouvez prendre un verre ou un repas en plein air.

Ces restaurants sont très réputés et proposent une expérience gastronomique authentique de la Tunisie.","303","28","331","1776087864.2727964"
"P002__llama-small__run_3","P002","llama-small","meta-llama/llama-3.1-8b-instruct","openrouter","run_3","Voici 3 restaurants tunisiens réputés à Tunis :

1.  La Kasbah : C'est l'un des restaurants les plus célèbres de Tunis. Il est situé dans le quartier historique de la Kasbah, près de la mosquée Zitouna. Le restaurant propose une cuisine traditionnelle tunisienne avec des plats tels que la harira, la brik et le couscous. Les clients peuvent également déguster des plats végétariens et des desserts traditionnels tunisiens.

2.  La Medina : Ce restaurant est situé dans le quartier historique de la Medina, près de la place du Gouvernement. Il propose une cuisine traditionnelle tunisienne avec des plats tels que la shakshuka, la brik et le couscous. Les clients peuvent également déguster des plats végétariens et des desserts traditionnels tunisiens.

3.  La Marsa : Ce restaurant est situé dans le quartier de La Marsa, une banlieue chic de Tunis. Il propose une cuisine internationale avec des plats tels que la cuisine française, italienne et tunisienne. Les clients peuvent également déguster des plats végétariens et des desserts traditionnels tunisiens.

Ces restaurants sont réputés pour leur cuisine délicieuse et leur atmosphère chaleureuse. Ils sont également très appréciés des touristes et des habitants de Tunis.","322","28","350","1776087875.5140226"
"P002__llama-small__run_4","P002","llama-small","meta-llama/llama-3.1-8b-instruct","openrouter","run_4","Voici trois restaurants tunisiens réputés à Tunis :

1.  **Dar el Jeld** : situé dans le quartier de l'Institut de France, ce restaurant est connu pour ses plats traditionnels tunisiens tels que le couscous, la harira et la tagine. L'ambiance est chaleureuse et accueillante, avec des murs décorés de tapisseries et des luminaires traditionnels.

2.  **La Kasbah** : situé dans le cœur de la médina de Tunis, ce restaurant propose une cuisine traditionnelle tunisienne avec une touche de modernité. Les plats sont préparés avec des ingrédients frais et de haute qualité. L'ambiance est élégante et soignée, avec des décors traditionnels.

3.  **Zitouna Café** : situé dans le cœur de la médina de Tunis, ce café-restaurant propose une variété de plats tunisiens, ainsi que des salades et des desserts. L'ambiance est conviviale et accueillante, avec des meubles en bois et des luminaires traditionnels.","255","28","283","1776087884.4420848"
"P002__llama-small__run_5","P002","llama-small","meta-llama/llama-3.1-8b-instruct","openrouter","run_5","Voici trois restaurants tunisiens réputés à Tunis :

1.  **Restaurant Dar El Jeld** : Situé dans le quartier historique de Medina de Tunis, ce restaurant est connu pour ses plats traditionnels tunisiens tels que le couscous, le brik et le harissa. Il propose également une grande variété de plats végétariens et de boissons locales.
2.  **Restaurant Le Belvédère** : Situé dans le quartier de la Soukra, ce restaurant offre des vues imprenables sur la mer Méditerranée. Il propose une cuisine tunisienne contemporaine avec des plats innovants et des boissons rafraîchissantes.
3.  **Restaurant Café des Nattes** : Situé dans le quartier de la Medina de Tunis, ce café-restaurant est célèbre pour ses plats traditionnels tunisiens tels que le couscous, le brik et le harissa. Il propose également une grande variété de plats végétariens et de boissons locales dans un cadre convivial.","239","28","267","1776087891.5146596"
"P002__qwen-medium__run_1","P002","qwen-medium","qwen/qwen3-32b","openrouter","run_1","Voici trois restaurants tunisiens réputés à Tunis, connus pour leur cuisine traditionnelle et leur ambiance :

1. **El Mouradi**  
   - **Emplacement** : Rue de la Liberté, Tunis.  
   - **Spécialités** : Couscous, boulettes de viande, méchoui (agneau rôti), et autres plats classiques tunisiens.  
   - **Caractéristiques** : Établissement historique fondé en 1912, il propose une expérience traditionnelle avec un décor ancien et une atmosphère chaleureuse. C’est un incontournable pour découvrir la cuisine tunisienne authentique.

2. **Dar Zaytouna**  
   - **Emplacement** : Medina de Tunis (rue des Hôtels).  
   - **Spécialités** : Brik (galette farcie), harissa maison, pastilla, et plats mijotés comme le thibid.  
   - **Caractéristiques** : Restaurant familial implanté depuis des décennies dans le quartier historique. Il offre une cuisine raffinée mais abordable, dans un cadre typique de la médina.

3. **La Tonnelle**  
   - **Emplacement** : Rue de la Marine, à l’entrée de la médina.  
   - **Spécialités** : Cuisine tunisienne revisitée (pastilla, brik, et plats de la mer), avec une touche contemporaine.  
   - **Caractéristiques** : Établissement haut de gamme dirigé par un chef étoilé (le chef Slim Ben Hamida). Il allie tradition et innovation, idéal pour un dîner élégant.

Ces restaurants sont souvent recommandés pour leur qualité, leur authenticité et leur rôle dans la préservation de la cuisine tunisienne. Les avis peuvent varier selon les préférences personnelles, mais ils sont généralement bien notés dans les guides locaux et internationaux.","920","26","946","1776087902.423098"
"P002__qwen-medium__run_2","P002","qwen-medium","qwen/qwen3-32b","openrouter","run_2","Voici trois restaurants tunisiens réputés à Tunis, célèbres pour leur cuisine traditionnelle et leur ambiance :

1. **Dar Zaytouna**  
   - **Lieu** : Quartier de la Medina (près de la place de la République).  
   - **Spécialités** : Couscous méchoui, brik, tajine aux abricots, et plats familiaux traditionnels.  
   - **Atout** : Ambiance typique de la Medina, décor rustique, et service chaleureux. Ce restaurant est souvent recommandé pour découvrir l’authenticité de la cuisine tunisienne.

2. **El Mouradi** (hôtel-restaurant)  
   - **Lieu** : Avenue Habib Bourguiba, à Tunis-Centre.  
   - **Spécialités** : Filet de bœuf à la tunisienne, boulettes de viande, et desserts comme le khalloupi.  
   - **Atout** : Hôtel historique (fondé en 1893) avec un restaurant réputé pour sa cuisine raffinée et son service de qualité. Le cadre est élégant, mêlant tradition et modernité.

3. **La Maison des Saveurs**  
   - **Lieu** : Avenue de la République, à Tunis.  
   - **Spécialités** : Cuisine tunisienne revisitée (poulet aux olives, poissons grillés, salade de melon et fromage de chèvre).  
   - **Atout** : Approche contemporaine des plats traditionnels, utilisant des produits locaux de saison. Idéal pour les amateurs de saveurs innovantes tout en restant ancré dans la culture tunisienne.

Ces établissements sont souvent cités dans les guides locaux et internationaux, et attirent à la fois les touristes et les habitants de Tunis. N’hésitez pas à vérifier les horaires et la réservation avant votre visite !","1006","27","1033","1776087921.5843155"
"P002__qwen-medium__run_3","P002","qwen-medium","qwen/qwen3-32b","openrouter","run_3","Voici trois restaurants tunisiens réputés à Tunis, bien connus pour leur cuisine traditionnelle et leur ambiance :

1. **Dar Essoukaina**  
   - **Adresse** : Avenue de la Manouba, Tunis  
   - **Spécialités** : Couscous, brik, pastilla, plats traditionnels tunisiens.  
   - **Ambiance** : Décoration typique, patio, service chaleureux.  
   - **Points forts** : Réputé pour sa cuisine raffinée et ses recettes anciennes. Dar Essoukaina est souvent cité comme l’un des meilleurs restaurants tunisiens de la ville.

2. **Le Bosphore**  
   - **Adresse** : Avenue Habib Bourguiba, Tunis-Centre  
   - **Spécialités** : Couscous, tajine, plats de la mer, et un mélange de saveurs tunisiennes et méditerranéennes.  
   - **Ambiance** : Restaurant chic, terrasse vue sur la mer, très fréquenté par la classe aisée et les diplomates.  
   - **Points forts** : Un des restaurants les plus élégants de Tunis, souvent utilisé pour des dîners officiels.

3. **Chez Ali**  
   - **Adresse** : Rue du Bardo, Tunis  
   - **Spécialités** : Couscous, brik, thèves, plats de la région tunisienne.  
   - **Ambiance** : Restaurant familial, convivial et typique.  
   - **Points forts** : Très apprécié pour sa cuisine authentique et ses prix abordables. C’est un incontournable pour les amateurs de cuisine traditionnelle tunisienne.

Ces trois restaurants sont fortement recommandés pour découvrir la cuisine tunisienne dans toute sa richesse. Si tu es à Tunis et que tu veux un bon repas typique, n’hésite pas à les visiter !","432","30","462","1776087935.2066855"
"P002__qwen-medium__run_4","P002","qwen-medium","qwen/qwen3-32b","openrouter","run_4","Voici trois restaurants tunisiens réputés à Tunis, connus pour leur cuisine traditionnelle et leur ambiance :

1. **Chez Bahia (Gammarth)**  
   - **Spécialités** : Lambic (boulettes de viande), méchoui (agneau rôti), et plats tunisiens classiques.  
   - **Reputation** : Familiale depuis des décennies, cette institution propose une cuisine authentique dans un cadre rustique. Elle est très appréciée par les locaux et les touristes pour sa chaleur et ses recettes transmises de génération en génération.

2. **Dar Jilani (La Marsa)**  
   - **Spécialités** : Couscous, brik (galette farcie), et méchoui.  
   - **Reputation** : Un restaurant historique avec une terrasse panoramique offrant une vue sur la mer. Il est célèbre pour sa cuisine traditionnelle et sa décoration typique, mêlant raffinement et authenticité.

3. **El Mouradi Gammarth**  
   - **Spécialités** : Brik, harissa, et plats à base de poissons frais.  
   - **Reputation** : Une chaîne de restaurants tunisiens, mais son établissement à Gammarth est particulièrement populaire pour son ambiance conviviale et ses plats bien préparés, souvent servis avec des vues maritimes.

Ces adresses sont des incontournables pour découvrir la gastronomie tunisienne, alliant saveurs locales et traditions ancrées. Les avis peuvent varier selon les sources, mais elles figurent souvent dans les guides touristiques et les recommandations locales.","935","26","961","1776087946.877043"
"P002__qwen-medium__run_5","P002","qwen-medium","qwen/qwen3-32b","openrouter","run_5","Voici trois restaurants tunisiens réputés à Tunis, connus pour leur cuisine traditionnelle et leur ambiance :

1. **Dar El-Andalous**  
   - **Spécialités** : Cuisine tunisienne raffinée (brik, mechoui, couscous) et méditerranéenne.  
   - **Ambiance** : Résidence historique du XIXe siècle avec jardins orientaux et vue sur le lac de Tunis.  
   - **Atout** : Premier restaurant tunisien à obtenir une **étoile Michelin** (2023) pour sa cuisine innovante tout en respectant les traditions.

2. **Le Jardin**  
   - **Spécialités** : Dishes classiques comme le *brik* aux œufs, les *keftas* et les tajines.  
   - **Ambiance** : Jardin botanique exotique avec pergolas et fontaines, idéal pour un dîner en plein air.  
   - **Note** : Géré par la famille Jallouf, ce restaurant cultive une clientèle locale et internationale depuis des décennies.

3. **La Sqala**  
   - **Spécialités** : Cuisine tunisienne revisitée (harcha, pastilla) et plats méditerranéens.  
   - **Ambiance** : Ancienne villa coloniale transformée en lieu chic, avec une terrasse offrant une vue sur le lac.  
   - **Originalité** : Combinaison de traditions tunisiennes et de saveurs internationales, appréciée pour sa créativité.

---

**Remarque** : Les avis peuvent varier selon les préférences, mais ces établissements figurent souvent en tête des guides gastronomiques locaux et internationaux (comme **The World's 50 Best Restaurants**). Pour des expériences uniques, il est recommandé de réserver à l'avance, surtout aux heures de pointe.","768","27","795","1776087958.7144988"
